Shot number R625
%Type of Solver: Non-equilibrium
%Chemical kinetic model: 12 species Martian air (With ionisation)
%Area ratio of the nozzle: 1.600000e+03
%Experimental data provided by the user
% 	 Incident shock velocity: 3192 ms^-1       
%	 Driven tube fill pressure:6.000000e-02 bar        
%	 Driven tube temperature:300 K          
%	 Reservoir pressure (p5):5.286000e+01 bar 
%	 Free stream pitot pressure (p02):6.560000e-02 bar 
%	 Free stream stagnationpoint heat flux (q):230 Wm^-2 
%Nozzle inlet conditions
% 	 Pressure(P5): 5.286000e+01 bar       
% 	 Temperature(T5): 3.111100e+03 K       
% 	 Enthalpy(h5): -3804 kJ/kgK       
% 	 Density(rho5): 8.106100e+00 kg/m^3       
% 	 Species Mass fraction [Ar C N O C2 N2 O2 CN CO NO CO2 NCO C+ O+ CO+ NO+ e-]: 0.019302  1.6457e-12  2.0825e-07   0.0025475  4.7946e-18    0.016852    0.063711  1.8331e-10      0.1181   0.0043896      0.7751    1.94e-08  1.5761e-27  9.3518e-21  1.0155e-18  1.5325e-11  2.8018e-16        
% 	 Gamma(gamma5): 1.117600e+00        
%Noneq simulation started 6.409455e-04% downstream of throat.
%Concentrations listed in mass fractions
       %A/A*   rho(kg/m3)         T(K)        P(pa)       u(m/s)           Ar            C            N            O           C2           N2           O2           CN           CO           NO          CO2          NCO           C+           O+          CO+          NO+           e-
1.353073e+00 2.783166e+00 2.309892e+03 1.268563e+06 1.198804e+03 1.930100e-02 9.471187e-09 2.555169e-09 2.332523e-04 5.285545e-16 1.832364e-02 2.269522e-02 2.213444e-09 3.940590e-02 1.392439e-03 8.986444e-01 8.420806e-09 6.767725e-18 8.334623e-20 3.571672e-13 4.728036e-11 7.844887e-16
1.383320e+00 2.687934e+00 2.296396e+03 1.217994e+06 1.214136e+03 1.930100e-02 8.119171e-09 2.370780e-09 2.305608e-04 3.871378e-16 1.832365e-02 2.269753e-02 1.920882e-09 3.940520e-02 1.392406e-03 8.986455e-01 7.436266e-09 5.981468e-18 8.210146e-20 3.578181e-13 4.727260e-11 7.843596e-16
1.413901e+00 2.598463e+00 2.283341e+03 1.170753e+06 1.228776e+03 1.930100e-02 6.983102e-09 2.207316e-09 2.280668e-04 2.854280e-16 1.832367e-02 2.269965e-02 1.671330e-09 3.940454e-02 1.392377e-03 8.986466e-01 6.583244e-09 5.293543e-18 8.090098e-20 3.582855e-13 4.726513e-11 7.842321e-16
1.444816e+00 2.514185e+00 2.270689e+03 1.126501e+06 1.242792e+03 1.930100e-02 6.023890e-09 2.061514e-09 2.257503e-04 2.116499e-16 1.832368e-02 2.270161e-02 1.457593e-09 3.940390e-02 1.392350e-03 8.986476e-01 5.841296e-09 4.692014e-18 7.974426e-20 3.586203e-13 4.725794e-11 7.841071e-16
1.476066e+00 2.434614e+00 2.258408e+03 1.084944e+06 1.256239e+03 1.930100e-02 5.210617e-09 1.930749e-09 2.235939e-04 1.577652e-16 1.832369e-02 2.270343e-02 1.273911e-09 3.940329e-02 1.392325e-03 8.986485e-01 5.193962e-09 4.165893e-18 7.863029e-20 3.588587e-13 4.725100e-11 7.839849e-16
1.515235e+00 2.341952e+00 2.243669e+03 1.036837e+06 1.272185e+03 1.930100e-02 4.368849e-09 1.786449e-09 2.211220e-04 1.103124e-16 1.832371e-02 2.270551e-02 1.081059e-09 3.940257e-02 1.392298e-03 8.986497e-01 4.502919e-09 3.603975e-18 7.730783e-20 3.590587e-13 4.724275e-11 7.838380e-16
1.554916e+00 2.255196e+00 2.229412e+03 9.920794e+05 1.287410e+03 1.930100e-02 3.676053e-09 1.658690e-09 2.188474e-04 7.769219e-17 1.832372e-02 2.270741e-02 9.199659e-10 3.940191e-02 1.392272e-03 8.986507e-01 3.915180e-09 3.126608e-18 7.604614e-20 3.591840e-13 4.723486e-11 7.836962e-16
1.595111e+00 2.173763e+00 2.215599e+03 9.503288e+05 1.301983e+03 1.930100e-02 3.103095e-09 1.544848e-09 2.167484e-04 5.506384e-17 1.832373e-02 2.270917e-02 7.848532e-10 3.940129e-02 1.392249e-03 8.986517e-01 3.413357e-09 2.720120e-18 7.484217e-20 3.592578e-13 4.722731e-11 7.835595e-16
1.635818e+00 2.097160e+00 2.202196e+03 9.112901e+05 1.315957e+03 1.930100e-02 2.627252e-09 1.442825e-09 2.148064e-04 3.925369e-17 1.832374e-02 2.271079e-02 6.711545e-10 3.940072e-02 1.392229e-03 8.986526e-01 2.983575e-09 2.373089e-18 7.369286e-20 3.592960e-13 4.722007e-11 7.834278e-16
1.686367e+00 2.009288e+00 2.186300e+03 8.668015e+05 1.332337e+03 1.930100e-02 2.150715e-09 1.331504e-09 2.126183e-04 2.610638e-17 1.832375e-02 2.271263e-02 5.557133e-10 3.940007e-02 1.392205e-03 8.986536e-01 2.538693e-09 2.015151e-18 7.235537e-20 3.593101e-13 4.721159e-11 7.832732e-16
1.737686e+00 1.927334e+00 2.170931e+03 8.255993e+05 1.347970e+03 1.930100e-02 1.767404e-09 1.232863e-09 2.106162e-04 1.750506e-17 1.832376e-02 2.271430e-02 4.615416e-10 3.939949e-02 1.392185e-03 8.986545e-01 2.168064e-09 1.718079e-18 7.108995e-20 3.593003e-13 4.720353e-11 7.831256e-16
1.789773e+00 1.850711e+00 2.156050e+03 7.873405e+05 1.362925e+03 1.930100e-02 1.457531e-09 1.144898e-09 2.087786e-04 1.182146e-17 1.832377e-02 2.271585e-02 3.843969e-10 3.939896e-02 1.392166e-03 8.986553e-01 1.857995e-09 1.470496e-18 6.989155e-20 3.592753e-13 4.719585e-11 7.829846e-16
1.842630e+00 1.778914e+00 2.141623e+03 7.517303e+05 1.377258e+03 1.930100e-02 1.205936e-09 1.066008e-09 2.070869e-04 8.036188e-18 1.832378e-02 2.271727e-02 3.209856e-10 3.939848e-02 1.392149e-03 8.986561e-01 1.597712e-09 1.263315e-18 6.875543e-20 3.592408e-13 4.718851e-11 7.828499e-16
1.907945e+00 1.697467e+00 2.124644e+03 7.116238e+05 1.393930e+03 1.930100e-02 9.616440e-10 9.804380e-10 2.052033e-04 5.062556e-18 1.832379e-02 2.271887e-02 2.586272e-10 3.939795e-02 1.392130e-03 8.986569e-01 1.335709e-09 1.055280e-18 6.745130e-20 3.591913e-13 4.718003e-11 7.826939e-16
1.974398e+00 1.621833e+00 2.108245e+03 6.746660e+05 1.409832e+03 1.930100e-02 7.701068e-10 9.045202e-10 2.034882e-04 3.219788e-18 1.832379e-02 2.272032e-02 2.091067e-10 3.939749e-02 1.392114e-03 8.986577e-01 1.122213e-09 8.860469e-19 6.622559e-20 3.591376e-13 4.717200e-11 7.825459e-16
2.041988e+00 1.551424e+00 2.092382e+03 6.405190e+05 1.425032e+03 1.930100e-02 6.191296e-10 8.367603e-10 2.019211e-04 2.064802e-18 1.832380e-02 2.272166e-02 1.696024e-10 3.939708e-02 1.392099e-03 8.986583e-01 9.473681e-10 7.476260e-19 6.507175e-20 3.590820e-13 4.716437e-11 7.824053e-16
2.110716e+00 1.485732e+00 2.077019e+03 6.088925e+05 1.439587e+03 1.930100e-02 4.995757e-10 7.759643e-10 2.004847e-04 1.334395e-18 1.832381e-02 2.272290e-02 1.379743e-10 3.939671e-02 1.392086e-03 8.986589e-01 8.035799e-10 6.338166e-19 6.398387e-20 3.590262e-13 4.715712e-11 7.822716e-16
2.195559e+00 1.411781e+00 2.059018e+03 5.735696e+05 1.456451e+03 1.930100e-02 3.869074e-10 7.102147e-10 1.988975e-04 7.925148e-19 1.832381e-02 2.272427e-02 1.078300e-10 3.939632e-02 1.392071e-03 8.986595e-01 6.623149e-10 5.219027e-19 6.274582e-20 3.589596e-13 4.714879e-11 7.821181e-16
2.282073e+00 1.343438e+00 2.041653e+03 5.411996e+05 1.472519e+03 1.930100e-02 3.010829e-10 6.518930e-10 1.974586e-04 4.760833e-19 1.832382e-02 2.272552e-02 8.461162e-11 3.939598e-02 1.392059e-03 8.986600e-01 5.497035e-10 4.325063e-19 6.158848e-20 3.588949e-13 4.714093e-11 7.819731e-16
2.370260e+00 1.280119e+00 2.024880e+03 5.114541e+05 1.487859e+03 1.930100e-02 2.353272e-10 5.998822e-10 1.961496e-04 2.888450e-19 1.832383e-02 2.272667e-02 6.663695e-11 3.939569e-02 1.392048e-03 8.986605e-01 4.593420e-10 3.606211e-19 6.050437e-20 3.588326e-13 4.713350e-11 7.818360e-16
2.460118e+00 1.221318e+00 2.008658e+03 4.840507e+05 1.502532e+03 1.930100e-02 1.846959e-10 5.532818e-10 1.949548e-04 1.768741e-19 1.832383e-02 2.272772e-02 5.266583e-11 3.939543e-02 1.392038e-03 8.986609e-01 3.864195e-10 3.024508e-19 5.948686e-20 3.587729e-13 4.712646e-11 7.817061e-16
2.551648e+00 1.166593e+00 1.992953e+03 4.587456e+05 1.516590e+03 1.930100e-02 1.455237e-10 5.113553e-10 1.938607e-04 1.092678e-19 1.832383e-02 2.272869e-02 4.176298e-11 3.939521e-02 1.392029e-03 8.986612e-01 3.272297e-10 2.550949e-19 5.853007e-20 3.587157e-13 4.711978e-11 7.815828e-16
2.670245e+00 1.102388e+00 1.973707e+03 4.293108e+05 1.533637e+03 1.930100e-02 1.080851e-10 4.639160e-10 1.925992e-04 5.982636e-20 1.832384e-02 2.272982e-02 3.124797e-11 3.939496e-02 1.392019e-03 8.986616e-01 2.674078e-10 2.070609e-19 5.739471e-20 3.586467e-13 4.711177e-11 7.814351e-16
2.791537e+00 1.043459e+00 1.955184e+03 4.025474e+05 1.549849e+03 1.930100e-02 8.073643e-11 4.220226e-10 1.914626e-04 3.325502e-20 1.832384e-02 2.273084e-02 2.349959e-11 3.939476e-02 1.392011e-03 8.986620e-01 2.207887e-10 1.694813e-19 5.633948e-20 3.585815e-13 4.710425e-11 7.812964e-16
2.915523e+00 9.892259e-01 1.937332e+03 3.781401e+05 1.565296e+03 1.930100e-02 6.062193e-11 3.848528e-10 1.904344e-04 1.872629e-20 1.832385e-02 2.273177e-02 1.775335e-11 3.939458e-02 1.392003e-03 8.986622e-01 1.840856e-10 1.398323e-19 5.535623e-20 3.585199e-13 4.709717e-11 7.811658e-16
3.042203e+00 9.391862e-01 1.920104e+03 3.558191e+05 1.580041e+03 1.930100e-02 4.574372e-11 3.517378e-10 1.895011e-04 1.067239e-20 1.832385e-02 2.273263e-02 1.347170e-11 3.939443e-02 1.391997e-03 8.986625e-01 1.549266e-10 1.162523e-19 5.443784e-20 3.584617e-13 4.709050e-11 7.810426e-16
3.171576e+00 8.929066e-01 1.903461e+03 3.353529e+05 1.594143e+03 1.930100e-02 3.467751e-11 3.221261e-10 1.886512e-04 6.152435e-21 1.832385e-02 2.273341e-02 1.026572e-11 3.939431e-02 1.391992e-03 8.986627e-01 1.315500e-10 9.735551e-20 5.357812e-20 3.584064e-13 4.708419e-11 7.809262e-16
3.340589e+00 8.387032e-01 1.883009e+03 3.116106e+05 1.611302e+03 1.930100e-02 2.450372e-11 2.887027e-10 1.876720e-04 3.079502e-21 1.832385e-02 2.273431e-02 7.297267e-12 3.939417e-02 1.391985e-03 8.986629e-01 1.080459e-10 7.839756e-20 5.255745e-20 3.583401e-13 4.707663e-11 7.807866e-16
3.513990e+00 7.893436e-01 1.863380e+03 2.902142e+05 1.627578e+03 1.930100e-02 1.743557e-11 2.594648e-10 1.867958e-04 1.572959e-21 1.832386e-02 2.273513e-02 5.221720e-12 3.939406e-02 1.391980e-03 8.986630e-01 8.987679e-11 6.381662e-20 5.161370e-20 3.582779e-13 4.706956e-11 7.806562e-16
3.691778e+00 7.442562e-01 1.844514e+03 2.708663e+05 1.643048e+03 1.930100e-02 1.248414e-11 2.337762e-10 1.860085e-04 8.176482e-22 1.832386e-02 2.273586e-02 3.758374e-12 3.939397e-02 1.391976e-03 8.986632e-01 7.561802e-11 5.248073e-20 5.073846e-20 3.582195e-13 4.706294e-11 7.805341e-16
3.873953e+00 7.029536e-01 1.826356e+03 2.533158e+05 1.657782e+03 1.930100e-02 8.992537e-12 2.111190e-10 1.852984e-04 4.319850e-22 1.832386e-02 2.273653e-02 2.720703e-12 3.939389e-02 1.391972e-03 8.986633e-01 6.427776e-11 4.357723e-20 4.992446e-20 3.581645e-13 4.705673e-11 7.804194e-16
4.060515e+00 6.650173e-01 1.808859e+03 2.373489e+05 1.671838e+03 1.930100e-02 6.514097e-12 1.910656e-10 1.846557e-04 2.317932e-22 1.832386e-02 2.273714e-02 1.980316e-12 3.939383e-02 1.391969e-03 8.986634e-01 5.514327e-11 3.651605e-20 4.916546e-20 3.581127e-13 4.705089e-11 7.803116e-16
4.251464e+00 6.300868e-01 1.791978e+03 2.227832e+05 1.685269e+03 1.930100e-02 4.744135e-12 1.732605e-10 1.840721e-04 1.262465e-22 1.832386e-02 2.273770e-02 1.449049e-12 3.939378e-02 1.391966e-03 8.986635e-01 4.769663e-11 3.086412e-20 4.845601e-20 3.580638e-13 4.704538e-11 7.802100e-16
4.446801e+00 5.978491e-01 1.775676e+03 2.094615e+05 1.698123e+03 1.930100e-02 3.472700e-12 1.574053e-10 1.835405e-04 6.976344e-23 1.832387e-02 2.273820e-02 1.065725e-12 3.939373e-02 1.391963e-03 8.986636e-01 4.155773e-11 2.630033e-20 4.779136e-20 3.580175e-13 4.704018e-11 7.801140e-16
4.646525e+00 5.680306e-01 1.759915e+03 1.972478e+05 1.710442e+03 1.930100e-02 2.554334e-12 1.432483e-10 1.830550e-04 3.909760e-23 1.832387e-02 2.273867e-02 7.876744e-13 3.939370e-02 1.391961e-03 8.986636e-01 3.644409e-11 2.258432e-20 4.716735e-20 3.579736e-13 4.703526e-11 7.800232e-16
